#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 05 04 32 999 99.0 99.0  2.24 16.67 12.81 293 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 05 02 999 99.0 99.0  2.71 15.38 13.65 290 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 05 32 999 99.0 99.0  2.65 16.67 13.67 297 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 06 02 999 99.0 99.0  2.72 14.29 13.37 301 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 06 32 999 99.0 99.0  2.21 16.67 12.44 296 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 07 02 999 99.0 99.0  2.53 15.38 12.81 287 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 07 32 999 99.0 99.0  2.41 15.38 12.88 291 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 08 02 999 99.0 99.0  2.47 15.38 12.66 291 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 09 02 999 99.0 99.0  2.44 15.38 13.03 294 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 09 32 999 99.0 99.0  2.76 16.67 13.43 290 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 10 02 999 99.0 99.0  2.05 16.67 12.55 289 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 10 32 999 99.0 99.0  2.48 15.38 13.42 294 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 11 02 999 99.0 99.0  2.61 16.67 13.54 289 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 11 32 999 99.0 99.0  2.46 14.29 13.38 290 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 12 02 999 99.0 99.0  2.42 16.67 13.52 291 9999.0 999.0  11.8 999.0 99.0 99.00
2011 01 05 12 32 999 99.0 99.0  2.26 15.38 12.65 289 9999.0 999.0  11.8 999.0 99.0 99.00
